所属区,市区,小区,户型,朝向,楼层,装修情况,面积,价格(万元),单价,年份,房型
高新西,高新西,上锦颐园佳境 ,2室1厅,南,中楼层(共26层),精装,87.02平米,89.8,"10,320元/平",2011年建,板塔结合
天府新区南江,麓山,合能枫丹铂麓一期 ,2室2厅,西,低楼层(共26层),精装,76.81平米,158,"20,571元/平",2017年建,板塔结合
金牛,花牌坊,曦城 ,2室1厅,西北,中楼层(共33层),精装,81.22平米,145,"17,853元/平",2009年建,塔楼
成华,八里小区,新华苑(成华) ,2室2厅,东南,中楼层(共6层),简装,108.57平米,115,"10,593元/平",2016年建,板楼
武侯,广福桥,新筑公寓 ,3室2厅,西南,低楼层(共6层),简装,95.47平米,145,"15,189元/平",2004年建,板塔结合
郫都,犀浦,交大卡布里城 ,3室1厅,东北,高楼层(共25层),精装,92.08平米,116,"12,598元/平",2009年建,板塔结合
武侯,川音,十四巷2号 ,3室1厅,南,高楼层(共7层),精装,85.22平米,110,"12,908元/平",1998年建,板楼
金牛,马鞍路,嘉恒商寓 ,3室1厅,东南,中楼层(共7层),简装,149.08平米,151,"10,129元/平",2000年建,板楼
五块石,五块石,三九绿城 ,2室1厅,南,高楼层(共21层),精装,82.33平米,115,"13,969元/平",2008年建,板楼
成华,驷马桥,北回归线一期 ,3室2厅,东,低楼层(共22层),精装,90.85平米,129,"14,200元/平",2009年建,板塔结合
青羊,光华泡小,中铁西子香荷 ,3室2厅,西,低楼层(共33层),精装,87.39平米,301,"34,444元/平",2010年建,塔楼
新都,新都城区,汉嘉国际 ,3室2厅,西,高楼层(共18层),精装,111.93平米,146,"13,044元/平",2018年建,板塔结合
天府新区南江,麓山,滨江和城 ,3室2厅,东北,低楼层(共31层),精装,80.45平米,186,"23,120元/平",2018年建,板塔结合
锦江,卓锦城,卓锦城六期 ,3室1厅,西北,中楼层(共24层),精装,89.73平米,253,"28,196元/平",2014年建,板塔结合
高新,广都,棕榈南岸 ,3室2厅,南,高楼层(共21层),精装,127.53平米,229,"17,957元/平",2009年建,板楼
龙泉驿,大面,中国铁建国际城 ,3室2厅,南 北,中楼层(共34层),精装,87.04平米,135,"15,511元/平",2015年建,板塔结合
新都,新都城区,富豪公馆 ,3室1厅,东,中楼层(共25层),精装,110.62平米,157,"14,193元/平",2017年建,塔楼
金牛,石人小区,金琴路40号 ,3室2厅,南 北,中楼层(共6层),其他,86.58平米,100,"11,551元/平",1996年建,板楼
金牛,石人小区,白果林银杏广场 ,2室1厅,东,27层,精装,88.89平米,163,"18,338元/平",2016年建,塔楼
温江,温江大学城,永平小区 ,2室2厅,南,低楼层(共6层),精装,75.66平米,56.8,"7,508元/平",2000年建,板楼
金牛,抚琴小区,营通街16号 ,2室1厅,东南 西南,中楼层(共7层),其他,67.33平米,60,"8,912元/平",1997年建,板楼
青羊,府南新区,锦欣苑 ,2室1厅,南,中楼层(共7层),简装,68.75平米,70,"10,182元/平",1999年建,板楼
武侯,丽都,天邑华庭 ,2室1厅,西南,低楼层(共6层),简装,54.9平米,78,"14,208元/平",2008年建,板楼
温江,温江大学城,永平小区 ,2室2厅,南,低楼层(共6层),精装,75.66平米,56.8,"7,508元/平",2000年建,板楼
青羊,府南新区,锦欣苑 ,2室1厅,南,中楼层(共7层),简装,68.75平米,70,"10,182元/平",1999年建,板楼
金牛,抚琴小区,营通街16号 ,2室1厅,东南 西南,中楼层(共7层),其他,67.33平米,60,"8,912元/平",1997年建,板楼
高新,中和,新港国际花园 ,3室2厅,南,低楼层(共32层),其他,118.69平米,188,"15,840元/平",2011年建,塔楼
锦江,卓锦城,鑫苑名家一期 ,2室1厅,东南,低楼层(共34层),精装,55.68平米,96,"17,242元/平",2011年建,板塔结合
青羊,府南新区,石人正街29号 ,1室1厅,南,中楼层(共7层),简装,37.81平米,46.5,"12,299元/平",1997年建,板楼
青羊,人民公园,文庙前街75号 ,2室1厅,东南,高楼层(共6层),简装,81.27平米,130,"15,997元/平",2000年建,板塔结合
高新西,高新西,上锦颐园佳境 ,1室1厅,西北,低楼层(共26层),毛坯,39.87平米,39.5,"9,908元/平",2012年建,板塔结合
高新,芳草,王府花园 ,3室2厅,南 北,中楼层(共11层),其他,101.67平米,198,"19,475元/平",2003年建,板楼
高新,华府,九龙仓时代上城 ,4室2厅,东,中楼层(共32层),精装,118.85平米,260,"21,877元/平",2016年建,塔楼
双流,蛟龙港,华润公园九里 ,3室1厅,西,低楼层(共27层),精装,90.36平米,164,"18,150元/平",2018年建,板塔结合
高新,华府,保利叶语 ,3室1厅,东,中楼层(共32层),精装,82.02平米,173,"21,093元/平",2016年建,板塔结合
高新,大源,华润凤凰城三期 ,3室1厅,西南,低楼层(共32层),精装,123.99平米,465,"37,504元/平",2013年建,塔楼
郫都,郫县城区,中信未来城北区 ,2室1厅,东,中楼层(共33层),精装,65.02平米,86.9,"13,366元/平",2013年建,塔楼
成华,万年场,阳光舜苑 ,2室2厅,东,高楼层(共27层),简装,86.16平米,133,"15,437元/平",2011年建,板塔结合
高新西,高新西,上锦颐园 ,3室2厅,西南,高楼层(共24层),精装,89.77平米,99,"11,029元/平",2008年建,塔楼
高新,广都,蒂梵尼TOWN ,2室2厅,北,中楼层(共25层),简装,82.36平米,177,"21,492元/平",2017年建,板塔结合
青羊,人民公园,力迅领筑 ,1室0厅,西,低楼层(共30层),精装,46.96平米,65,"13,842元/平",2010年建,板楼
青羊,金沙,中大君悦金沙一二期 ,3室2厅,南,高楼层(共18层),精装,125.94平米,333,"26,442元/平",2008年建,板楼
成华,八里小区,锦都馨苑 ,3室1厅,西南,中楼层(共7层),简装,104平米,128,"12,308元/平",2003年建,板楼
高新,华府,中海右岸一期 ,3室1厅,南,中楼层(共26层),精装,83.23平米,205,"24,631元/平",2018年建,塔楼
金牛,茶店子,泰基花语廊 ,3室1厅,东,中楼层(共13层),精装,123.62平米,230,"18,606元/平",2007年建,板楼
万象城,万象城,锦绣东方一期 ,2室1厅,西,高楼层(共33层),简装,67.02平米,120,"17,906元/平",2008年建,塔楼
双流,航空港,蓝光圣菲悦城二期 ,3室1厅,东北,低楼层(共20层),精装,80.7平米,156,"19,331元/平",2017年建,塔楼
青羊,金沙,中大君悦金沙一二期 ,3室2厅,南,高楼层(共18层),精装,125.94平米,333,"26,442元/平",2008年建,板楼
成华,八里小区,锦都馨苑 ,3室1厅,西南,中楼层(共7层),简装,104平米,128,"12,308元/平",2003年建,板楼
郫都,犀浦,交大卡布里城 ,3室2厅,西南,中楼层(共25层),精装,115.44平米,129,"11,175元/平",2009年建,板塔结合
金牛,茶店子,泰基花语廊 ,3室1厅,东,中楼层(共13层),精装,123.62平米,230,"18,606元/平",2007年建,板楼
青羊,蜀汉路,绿洲华苑 ,3室2厅,东南,高楼层(共6层),简装,116.65平米,162,"13,888元/平",2003年建,板塔结合
郫都,郫县万达,锦绣西苑二期 ,2室1厅,东南,中楼层(共18层),精装,83.39平米,72,"8,635元/平",2010年建,板楼
锦江,三圣乡,锦江城市花园二期 ,3室1厅,西南 东北,中楼层(共34层),精装,72.13平米,133,"18,439元/平",2011年建,板塔结合
青羊,外金沙,蓝光COCO金沙三期 ,3室2厅,东,中楼层(共22层),精装,62.08平米,161,"25,935元/平",2015年建,板塔结合
猛追湾,猛追湾,西南电力设计院小区 ,3室1厅,南,高楼层(共7层),精装,75.8平米,85,"11,214元/平",2000年建,板楼
天府新区,南湖,海伦春天 ,5室2厅,南,下叠(共5层),毛坯,157.76平米,400,"25,355元/平",2017年建,板塔结合
龙泉驿,十陵,东方家园 ,3室2厅,东南,高楼层(共6层),简装,135.61平米,130,"9,587元/平",2000年建,板楼
猛追湾,猛追湾,东风路北二巷4号 ,2室1厅,西南,低楼层(共7层),精装,74.22平米,96,"12,935元/平",1998年建,板楼
青羊,西南财大,大陆西城秀筑 ,4室2厅,东南 南,高楼层(共6层),精装,131.92平米,168,"12,735元/平",2003年建,塔楼
武侯,丽都,维港 ,2室1厅,西南,高楼层(共18层),精装,77.66平米,157,"20,217元/平",2011年建,塔楼
锦江,合江亭,恒大都汇华庭 ,3室2厅,东北,中楼层(共45层),精装,88.33平米,267,"30,228元/平",2018年建,板塔结合
青羊,草堂,浣花北路8号 ,4室1厅,南,中楼层(共7层),简装,106.59平米,182,"17,075元/平",2000年建,板楼
武侯,外双楠,双楠融域 ,5室2厅,东,6层,简装,188.7平米,285,"15,104元/平",2008年建,板楼
成华,驷马桥,上行锦绣 ,3室2厅,北,中楼层(共21层),精装,88.33平米,139.8,"15,828元/平",2010年建,塔楼
高新,中和,领馆区1号 ,4室2厅,西,高楼层(共32层),毛坯,136.02平米,235,"17,277元/平",2009年建,塔楼
成华,万年场,优品尚东三期 ,3室2厅,西,高楼层(共27层),精装,89.85平米,185,"20,590元/平",2015年建,板塔结合
猛追湾,猛追湾,新鸿路119号 ,4室2厅,南,低楼层(共7层),简装,118.54平米,138,"11,642元/平",2001年建,板楼
武侯,武侯立交,置信巴厘岛A区 ,3室1厅,西南,中楼层(共13层),简装,86.19平米,187,"21,697元/平",2008年建,板楼
金牛,马鞍路,嘉恒商寓 ,4室2厅,东南,中楼层(共7层),毛坯,192.39平米,164,"8,525元/平",2000年建,板楼
温江,光华大道沿线,中国西部文化城 ,5室2厅,南,低楼层(共8层),毛坯,276.21平米,380,"13,758元/平",2017年建,板塔结合
郫都,犀浦,锦苑三期 ,4室2厅,东南,中楼层(共11层),简装,157.55平米,196,"12,441元/平",2010年建,板塔结合
天府新区,南湖,南湖国际社区 ,5室1厅,东,低楼层(共30层),毛坯,442.3平米,589,"13,317元/平",2010年建,板楼
天府新区南江,麓山,合能枫丹铂麓一期 ,3室1厅,南,低楼层(共26层),精装,83.75平米,172,"20,538元/平",2017年建,板塔结合
锦江,合江亭,锦川楼 ,3室2厅,南,20层,精装,152.65平米,245,"16,050元/平",2000年建,塔楼
龙泉驿,大面,龙城1号 ,5室1厅,东,中楼层(共33层),精装,123.17平米,238,"19,323元/平",2011年建,塔楼
新都,大丰,丰瑞玺悦城 ,2室2厅,东,高楼层(共16层),毛坯,62.61平米,70,"11,181元/平",2015年建,板塔结合
龙泉驿,航天,京龙名苑 ,3室1厅,南,中楼层(共7层),简装,115.4平米,88.8,"7,695元/平",2003年建,板塔结合
龙泉驿,东山,东山国际新城H区三期 ,3室2厅,南 北,中楼层(共32层),精装,88.9平米,120,"13,499元/平",2015年建,板塔结合
成华,万年场,交大梦家 ,2室1厅,东南,中楼层(共30层),精装,62.2平米,121.8,"19,582元/平",2019年建,塔楼
成华,万年场,槐树苑A区 ,3室2厅,南,高楼层(共6层),精装,112.93平米,126,"11,158元/平",2005年建,板楼
新都,大丰,红湖公园城 ,3室2厅,南,高楼层(共26层),简装,110.31平米,102,"9,247元/平",2013年建,板塔结合
高新西,高新西,龙湖时代天街 ,3室1厅,南 北,高楼层(共30层),简装,92平米,132,"14,348元/平",2018年建,塔楼
天府新区,南湖,南阳锦城 ,3室1厅,南 北,低楼层(共6层),毛坯,149.06平米,210,"14,089元/平",2008年建,板塔结合
金牛,成外,绿茵豪庭A区 ,4室2厅,东南,高楼层(共11层),精装,145.31平米,150.8,"10,378元/平",2008年建,板塔结合
锦江,三官堂,瑞升望江橡树林二期 ,3室1厅,西北,高楼层(共34层),精装,86.43平米,226,"26,149元/平",2011年建,塔楼
金牛,成外,派克公馆 ,5室2厅,南,低楼层(共18层),精装,238平米,246,"10,337元/平",2011年建,板塔结合
金牛,成外,绿茵豪庭A区 ,4室2厅,东南,高楼层(共11层),精装,145.31平米,150.8,"10,378元/平",2008年建,板塔结合
成华,万年场,交大梦家 ,2室1厅,东南,中楼层(共30层),精装,62.2平米,121.8,"19,582元/平",2019年建,塔楼
温江,光华大道沿线,金河谷一期 ,4室2厅,南,中楼层(共18层),精装,136.4平米,203,"14,883元/平",2009年建,塔楼
金牛,高家庄,百仁安盛 ,3室2厅,西南,高楼层(共18层),精装,143.78平米,288,"20,031元/平",2008年建,板楼
成华,八里小区,东晖花园四期 ,3室2厅,南,低楼层(共7层),精装,85.1平米,108,"12,691元/平",2004年建,板楼
龙泉驿,大面,龙城1号 ,4室2厅,南,低楼层(共9层),精装,141.11平米,258,"18,284元/平",2011年建,板楼
成华,动物园,蓝光富丽花城 ,3室2厅,北,高楼层(共18层),精装,112.73平米,160,"14,194元/平",2008年建,板塔结合
青羊,草市街,福德街20号院 ,2室1厅,南,高楼层(共4层),精装,57.02平米,60,"10,523元/平",1984年建,暂无数据
锦江,九眼桥,朝阳名宅 ,3室1厅,东南,高楼层(共18层),简装,120.09平米,225,"18,736元/平",2003年建,板塔结合
郫都,红光,蓉树园 ,6室2厅,东北,高楼层(共17层),精装,103.63平米,142,"13,703元/平",2014年建,板楼
锦江,合江亭,下莲池街8号 ,2室2厅,东,低楼层(共7层),简装,89.1平米,166,"18,631元/平",2000年建,板楼
武侯,丽都,优客联邦二期 ,3室1厅,东南,中楼层(共18层),精装,110.89平米,262.6,"23,682元/平",2012年建,板楼
温江,光华大道沿线,锦绣森邻 ,3室2厅,南 西北,5层,精装,180.15平米,220,"12,213元/平",2011年建,板塔结合
温江,温江大学城,恒大御景 ,3室2厅,东南,高楼层(共26层),精装,119平米,100,"8,404元/平",2020年建,板楼
武侯,龙湾,杜甫花园 ,4室2厅,南,高楼层(共5层),精装,244.06平米,480,"19,668元/平",1999年建,板楼
龙泉驿,大面,龙城1号 ,4室2厅,西南 西,中楼层(共33层),精装,122.56平米,235,"19,175元/平",2011年建,塔楼
新都,保利公园,恒大上林苑 ,3室1厅,东南,高楼层(共30层),其他,91.4平米,68,"7,440元/平",2019年建,板塔结合
锦江,合江亭,均隆街40号 ,3室2厅,南,中楼层(共7层),简装,105.22平米,150,"14,256元/平",2000年建,板塔结合
武侯,五大花园,瑞苑 ,7室1厅,东南,中楼层(共7层),精装,168.93平米,132,"7,814元/平",1998年建,板楼
金牛,马鞍路,恒大曹家巷广场 ,3室2厅,西南,低楼层(共39层),精装,122.22平米,300,"24,546元/平",2018年建,板塔结合
郫都,犀浦,蓝光幸福满庭 ,3室2厅,西北,中楼层(共26层),精装,81.4平米,127.8,"15,701元/平",2015年建,板塔结合
龙泉驿,东山,东山国际新城C区 ,2室2厅,东南,中楼层(共10层),精装,102.59平米,103,"10,040元/平",2009年建,塔楼
锦江,九眼桥,朝阳名宅 ,2室1厅,东南,中楼层(共18层),简装,99.29平米,157,"15,813元/平",2003年建,板塔结合
锦江,合江亭,锦江印象 ,3室1厅,东南,中楼层(共31层),精装,97.62平米,265,"27,147元/平",2008年建,板塔结合
龙泉驿,东山,龙腾东麓城 ,3室1厅,西南,高楼层(共33层),毛坯,89.09平米,94,"10,552元/平",2017年建,板塔结合
锦江,九眼桥,天紫界 ,2室1厅,西南 西北,中楼层(共55层),精装,76.74平米,146,"19,026元/平",2011年建,塔楼
金牛,花牌坊,筒车巷29号 ,4室2厅,西南,中楼层(共7层),简装,139.7平米,139,"9,950元/平",2000年建,板楼
武侯,簇桥,新希望锦悦楠庭 ,3室1厅,东南 西南,高楼层(共8层),精装,104.53平米,235,"22,482元/平",2018年建,板楼
温江,光华大道沿线,锦绣森邻 ,3室2厅,南 西北,5层,精装,180.15平米,220,"12,213元/平",2011年建,板塔结合
温江,花都大道,森宇音乐花园 ,4室2厅,东,高楼层(共6层),精装,266.8平米,210,"7,872元/平",2004年建,板楼
锦江,合江亭,锦江印象 ,3室1厅,东南,中楼层(共31层),精装,97.62平米,265,"27,147元/平",2008年建,板塔结合
温江,光华大道沿线,金河谷一期 ,5室2厅,南,中楼层(共26层),精装,152.78平米,255,"16,691元/平",2009年建,板塔结合
金牛,马鞍路,马鞍北路8号 ,3室1厅,东南,高楼层(共7层),简装,88.68平米,79,"8,909元/平",1992年建,板楼
龙泉驿,东山,格调城 ,3室2厅,西北,中楼层(共18层),精装,97.35平米,113,"11,608元/平",2012年建,塔楼
天府新区南江,麓山,合能枫丹铂麓二期 ,4室2厅,东南,高楼层(共6层),毛坯,145.84平米,359,"24,617元/平",2018年建,板楼
锦江,川师,德馨苑 ,5室1厅,东南,中楼层(共32层),毛坯,186.59平米,410,"21,974元/平",2011年建,板塔结合
郫都,犀浦,蓝光幸福满庭 ,3室2厅,西北,中楼层(共26层),精装,81.4平米,127.8,"15,701元/平",2015年建,板塔结合
新都,大丰,汇融悉尼湾达令港 ,3室1厅,南,高楼层(共32层),简装,89.5平米,123,"13,744元/平",2013年建,板塔结合
高新,新会展,天鹅湖花园 ,3室1厅,南,高楼层(共32层),简装,200.52平米,365,"18,203元/平",2008年建,板楼
武侯,簇桥,西派城B区 ,5室2厅,南 北,中楼层(共14层),精装,231.27平米,618,"26,723元/平",2018年建,板塔结合
龙泉驿,东山,东山国际新城C区 ,2室2厅,东南,中楼层(共10层),精装,102.59平米,103,"10,040元/平",2009年建,塔楼
锦江,合江亭,银唐国际 ,3室2厅,南,中楼层(共28层),简装,117.54平米,238,"20,249元/平",2006年建,塔楼
龙泉驿,大面,龙城1号 ,4室2厅,西南 西,中楼层(共33层),精装,122.56平米,235,"19,175元/平",2011年建,塔楼
温江,温江大学城,恒大御景 ,3室2厅,东南,高楼层(共26层),精装,119平米,100,"8,404元/平",2020年建,板楼
武侯,龙湾,杜甫花园 ,4室2厅,南,高楼层(共5层),精装,244.06平米,480,"19,668元/平",1999年建,板楼
新都,保利公园,恒大上林苑 ,3室1厅,东南,高楼层(共30层),其他,91.4平米,68,"7,440元/平",2019年建,板塔结合
武侯,五大花园,瑞苑 ,7室1厅,东南,中楼层(共7层),精装,168.93平米,132,"7,814元/平",1998年建,板楼
锦江,合江亭,均隆街40号 ,3室2厅,南,中楼层(共7层),简装,105.22平米,150,"14,256元/平",2000年建,板塔结合
锦江,合江亭,恒大都汇华庭 ,3室2厅,东北,中楼层(共45层),精装,64.47平米,200,"31,023元/平",2018年建,板塔结合
